,token,pos,lemma_gold,lemma_pred
197060,Negativbewertungen,NOUN,Bewertung,Negativbewertungen
197062,Telekommunikationstitel,NOUN,Titel,Telekommunikationstitel
197065,UMTS-Auktion,NOUN,Auktion,UMTS-Auktion
197066,halte,VERB,halten,halte
197070,überzogen,VERB,überziehen,überzogen
197073,erklärte,VERB,erklären,erklärte
197076,Der,DET,der,Der
197077,E-Plus-Startschuss,NOUN,Schuß,E-Plus-Startschuss
197080,falle,VERB,fallen,falle
197085,Dazu,ADV,dazu,Dazu
197086,seien,AUX,sein,seien
197089,UMTS-Basisstationen,NOUN,Station,UMTS-Basisstationen
197092,Der,DET,der,Der
197093,Bundesverband,NOUN,Verband,Bundesverband
197094,Informationswirtschaft,NOUN,Wirtschaft,Informationswirtschaft
197097,neue,ADJ,neu,neue
197098,Medien,NOUN,Medium,Medien
197100,V.,NOUN,unknown,V.
197104,gab,VERB,geben,gab
197106,heutigen,ADJ,heutig,heutigen
197108,seine,PRON,sein,seine
197109,Umsatzprognosen,NOUN,Prognose,Umsatzprognosen
197112,ITK-Branche,NOUN,Branche,ITK-Branche
197115,Für,ADP,für,Für
197117,laufende,ADJ,laufen,laufende
197120,rechnet,VERB,rechnen,rechnet
197126,Umsatzvolumen,NOUN,Volumen,Umsatzvolumen
197129,Milliarden,NOUN,Milliarde,Milliarden
197132,Damit,ADV,damit,Damit
197133,würde,AUX,werden,würde
197137,langsamer,ADJ,langsam,langsamer
197151,Erst,ADV,erst,Erst
197154,meinte,VERB,meinen,meinte
197155,BITKOM-Präsident,NOUN,Präsident,BITKOM-Präsident
197159,könne,AUX,können,könne
197165,Dann,ADV,dann,Dann
197166,werde,AUX,werden,werde
197175,Als,CCONJ,als,Als
197179,habe,AUX,haben,habe
197182,Mobilfunk-Sektor,NOUN,Sektor,Mobilfunk-Sektor
197183,etabliert,VERB,etablieren,etabliert
197185,Auch,ADV,auch,Auch
197187,Internet-Dienste-Anbieter,NOUN,Anbieter,Internet-Dienste-Anbieter
197188,trügen,VERB,tragen,trügen
197202,BITCOM-Zahlen,NOUN,Zahl,BITCOM-Zahlen
197204,stagniert,VERB,stagnieren,stagniert
197206,Harsche,ADJ,harsch,Harsche
197208,übte,VERB,üben,übte
197212,BITKOM-Jahrespressekonferenz,NOUN,Konferenz,BITKOM-Jahrespressekonferenz
197217,bundesdeutschen,ADJ,bundesdeutsch,bundesdeutschen
197218,Regulierungspolitik,NOUN,Politik,Regulierungspolitik
197222,Netzbetreiber,NOUN,Betreiber,Netzbetreiber
197223,durften,AUX,dürfen,durften
197230,Milliarden,NOUN,Milliarde,Milliarden
197235,beschrieb,VERB,beschreiben,beschrieb
197238,UMTS-Lizenzvergabe,NOUN,Vergabe,UMTS-Lizenzvergabe
197240,Die,DET,die,Die
197243,würden,AUX,werden,würden
197245,UMTS-Kunden,NOUN,Kunde,UMTS-Kunden
197248,Überhaupt,ADV,überhaupt,Überhaupt
197249,sei,AUX,sein,sei
197255,ITK-Branche,NOUN,Branche,ITK-Branche
197258,ihrer,PRON,sein,ihrer
197259,kritischen,ADJ,kritisch,kritischen
197261,steigendem,ADJ,steigen,steigendem
197262,politischen,ADJ,politisch,politischen
197264,ausgesetzt,ADJ,aussetzen,ausgesetzt
197265,sehe,VERB,sehen,sehe
197267,Besonders,ADV,besonders,Besonders
197269,treffe,VERB,treffen,treffe
197271,ITK-Branche,NOUN,Branche,ITK-Branche
197274,geplante,ADJ,planen,geplante
197275,dreijährige,ADJ,dreijährig,dreijährige
197276,Gewährleistungsfrist,NOUN,Frist,Gewährleistungsfrist
197285,dieses,DET,dies,dieses
197289,Kühlschränke,NOUN,Kühlschrank,Kühlschränke
197291,Gefriertruhen,NOUN,Truhe,Gefriertruhen
197293,gestanden,VERB,gestehen,gestanden
197295,Heute,ADV,heute,Heute
197303,Wettbewerbsexperten,NOUN,Experte,Wettbewerbsexperten
197305,kartellrechtlichen,ADJ,kartellrechtlich,kartellrechtlichen
197306,Fragen,NOUN,Frage,Fragen
197311,aufwirft,VERB,aufwerfen,aufwirft
197313,Im,ADP,im,Im
197315,dieser,DET,dies,dieser
197317,internationalen,ADJ,international,internationalen
197319,möchte,AUX,mögen,möchte
197323,anderem,PRON,ander,anderem
197335,Wettbewerbs,NOUN,Wettbewerb,Wettbewerbs
197338,Internet-Wirtschaft,NOUN,Wirtschaft,Internet-Wirtschaft
197340,kann,AUX,können,kann
197342,Bundeswirtschaftminister,NOUN,Minister,Bundeswirtschaftminister
197345,mahnte,VERB,mahnen,mahnte
197353,Zwar,ADV,zwar,Zwar
197354,ließen,VERB,lassen,ließen
197365,physischen,ADJ,physisch,physischen
197366,Waren,NOUN,Ware,Waren
197367,würden,AUX,werden,würden
197374,üblichen,ADJ,üblich,üblichen
197375,Transportwegen,NOUN,Weg,Transportwegen
197376,ausgetauscht,VERB,austauschen,ausgetauscht
197378,Durch,ADP,durch,Durch
197381,zeitnaher,ADJ,zeitnah,zeitnaher
197382,Informationen,NOUN,Information,Informationen
197384,Markttransaktionen,NOUN,Aktion,Markttransaktionen
197385,entstünde,VERB,entstehen,entstünde
197387,erhöhte,ADJ,erhöhen,erhöhte
197389,abgestimmten,ADJ,abstimmen,abgestimmten
197390,Verhaltens,NOUN,Verhalten,Verhaltens
197392,Marktteilnehmer,NOUN,Teilnehmer,Marktteilnehmer
197394,Das,DET,das,Das
197396,erlaube,VERB,erlauben,erlaube
197400,Beschränkungen,NOUN,Beschränkung,Beschränkungen
197404,Marktplätzen,NOUN,Platz,Marktplätzen
197408,Schließlich,ADV,schließlich,Schließlich
197409,bestehe,VERB,bestehen,bestehe
197413,Nachfragebündelung,NOUN,Bündelung,Nachfragebündelung
197415,Bedenklich,ADJ,bedenklich,Bedenklich
197416,sei,AUX,sein,sei
197418,bestehende,ADJ,bestehen,bestehende
197419,geballte,ADJ,ballen,geballte
197420,Einkaufsmacht,NOUN,Macht,Einkaufsmacht
197428,direkter,ADJ,direkt,direkter
197429,Vorprodukte,NOUN,Produkt,Vorprodukte
197431,Zulieferern,NOUN,Zulieferer,Zulieferern
197432,gehe,VERB,gehen,gehe
197434,Allerdings,ADV,allerdings,Allerdings
197435,hält,VERB,halten,hält
197441,dieser,DET,dies,dieser
197442,Problematiken,NOUN,Problematik,Problematiken
197443,neue,ADJ,neu,neue
197444,Gesetze,NOUN,Gesetz,Gesetze
197449,Internet-Marktplätze,NOUN,Platz,Internet-Marktplätze
197450,sind,AUX,sein,sind
197457,Kartellrechtsanwender,NOUN,Anwender,Kartellrechtsanwender
197460,sagte,VERB,sagen,sagte
197463,Die,DET,die,Die
197464,Europäische,ADJ,europäisch,Europäische
197469,will,AUX,wollen,will
197473,Ausbaus,NOUN,Ausbau,Ausbaus
197475,elektronischen,ADJ,elektronisch,elektronischen
197476,Marktplätzen,NOUN,Platz,Marktplätzen
197482,Das,PRON,das,Das
197483,kündigte,VERB,kündigen,kündigte
197484,EU-Wettbewerbskommissar,NOUN,Kommissar,EU-Wettbewerbskommissar
197492,Bundeskartellamts,NOUN,Bundeskartellamt,Bundeskartellamts
197496,forderte,VERB,fordern,forderte
197498,nationalen,ADJ,national,nationalen
197499,Wettbewerbsbehörden,NOUN,Behörde,Wettbewerbsbehörden
197504,Ex-Monopolisten,NOUN,Monopolist,Ex-Monopolisten
197512,dürften,AUX,dürfen,dürften
197513,keine,DET,kein,keine
197514,ungesetzlichen,ADJ,ungesetzlich,ungesetzlichen
197515,Vorteile,NOUN,Vorteil,Vorteile
197517,ihrer,PRON,sein,ihrer
197518,ehemaligen,ADJ,ehemalig,ehemaligen
197519,marktbeherrschenden,ADJ,marktbeherrschend,marktbeherrschenden
197523,Die,DET,die,Die
197529,erscheine,VERB,erscheinen,erscheine
197537,Strategische,ADJ,strategisch,Strategische
197538,Allianzen,NOUN,Allianz,Allianzen
197540,exklusive,ADJ,exklusiv,exklusive
197542,bevorzugende,ADJ,bevorzugen,bevorzugende
197543,Abmachungen,NOUN,Abmachung,Abmachungen
197547,elektronischen,ADJ,elektronisch,elektronischen
197548,Marktplätze,NOUN,Platz,Marktplätze
197553,geprüft,VERB,prüfen,geprüft
197557,zitiert,VERB,zitieren,zitiert
197559,Nachrichtenagentur,NOUN,Agentur,Nachrichtenagentur
197565,Intel-Präsident,NOUN,Präsident,Intel-Präsident
197568,forderte,VERB,fordern,forderte
197573,deutschen,ADJ,deutsch,deutschen
197580,intensiver,ADJ,intensiv,intensiver
197582,Business-to-Business-Geschäfte,NOUN,Geschäft,Business-to-Business-Geschäfte
197586,Es,PRON,es,Es
197587,genüge,VERB,genügen,genüge
197594,Großkonzerne,NOUN,Konzern,Großkonzerne
197599,elektronischem,ADJ,elektronisch,elektronischem
197600,Handelsplatz,NOUN,Platz,Handelsplatz
197602,Geschäfte,NOUN,Geschäft,Geschäfte
197608,könne,AUX,können,könne
197612,führende,ADJ,führen,führende
197622,E-Business,NOUN,Business,E-Business
197623,entscheide,VERB,entscheiden,entscheide
197625,Wer,PRON,wer,Wer
197631,wolle,AUX,wollen,wolle
197633,müsse,AUX,müssen,müsse
197638,Jahren,NOUN,Jahr,Jahren
197640,E-Business,NOUN,Business,E-Business
197641,umgestellt,VERB,umstellen,umgestellt
197644,Nach,ADP,nach,Nach
197647,sind,AUX,sein,sind
197650,Internet-Zugänge,NOUN,Zugang,Internet-Zugänge
197660,Er,PRON,er,Er
197661,konstatierte,VERB,konstatieren,konstatierte
197662,erheblichen,ADJ,erheblich,erheblichen
197666,schliddert,VERB,schliddern,schliddert
197669,tiefer,ADJ,tief,tiefer
197672,Führungskrise,NOUN,Krise,Führungskrise
197674,Nachdem,SCONJ,nachdem,Nachdem
197677,Marketing-Vorstand,NOUN,Vorstand,Marketing-Vorstand
197680,seine,PRON,sein,seine
197682,eingereicht,VERB,einreichen,eingereicht
197683,hat,AUX,haben,hat
197685,wird,AUX,werden,wird
197691,anderen,ADJ,ander,anderen
197692,Vorstandsmitglieder,NOUN,Mitglied,Vorstandsmitglieder
197693,spekuliert,VERB,spekulieren,spekuliert
197695,Financial,X,financial,Financial
197709,Telekom-Chef,NOUN,Chef,Telekom-Chef
197717,Vorstands,NOUN,Vorstand,Vorstands
197719,will,AUX,wollen,will
197721,Eine,DET,eine,Eine
197722,Telekom-interne,ADJ,intern,Telekom-interne
197724,bestätigte,VERB,bestätigen,bestätigte
197740,nimmt,VERB,nehmen,nimmt
197742,weitere,ADJ,weit,weitere
197743,personelle,ADJ,personell,personelle
197744,Konsequenzen,NOUN,Konsequenz,Konsequenzen
197747,will,AUX,wollen,will
197749,Der,DET,der,Der
197750,Marketing-Fachmann,NOUN,Fachmann,Marketing-Fachmann
197752,wolle,AUX,wollen,wolle
197755,besser,ADJ,gut,besser
197758,Telekom-Konzernstrategie,NOUN,Strategie,Telekom-Konzernstrategie
197761,hieß,VERB,heißen,hieß
197764,Die,DET,die,Die
197765,Spekulationen,NOUN,Spekulation,Spekulationen
197766,sorgten,VERB,sorgen,sorgten
197770,neues,ADJ,neu,neues
197771,Allzeittief,NOUN,Tief,Allzeittief
197773,T-Online-Aktie,NOUN,Aktie,T-Online-Aktie
197775,Zeitweilig,ADJ,zeitweilig,Zeitweilig
197776,fiel,VERB,fallen,fiel
197783,Noch,ADV,noch,Noch
197784,schlimmer,ADJ,schlimm,schlimmer
197785,hat,AUX,haben,hat
197788,T-Aktie,NOUN,Aktie,T-Aktie
197790,Mutterkonzerns,NOUN,Konzern,Mutterkonzerns
197791,erwischt,VERB,erwischen,erwischt
197793,Nachdem,SCONJ,nachdem,Nachdem
197798,magische,ADJ,magisch,magische
197799,40-Euro-Marke,NOUN,Marke,40-Euro-Marke
197800,unterschritten,VERB,unterschreiten,unterschritten
197801,hatte,AUX,haben,hatte
197803,befand,VERB,befinden,befand
197810,freien,ADJ,frei,freien
197813,Dafür,ADV,dafür,Dafür
197814,gebe,VERB,geben,gebe
197819,Gründe,NOUN,Grund,Gründe
197824,bevorstehende,ADJ,bevorstehen,bevorstehende
197826,Stühle-Rücken,NOUN,Rücken,Stühle-Rücken
197830,habe,AUX,haben,habe
197835,Telekom-Aktie,NOUN,Aktie,Telekom-Aktie
197836,beigetragen,VERB,beitragen,beigetragen
197839,Börsenanalysten,NOUN,Analyst,Börsenanalysten
197841,Auch,ADV,auch,Auch
197851,Systemhauses,NOUN,Haus,Systemhauses
197856,genehmigt,VERB,genehmigen,genehmigt
197857,hat,AUX,haben,hat
197859,beeinflusste,VERB,beeinflussen,beeinflusste
197865,Am,ADP,am,Am
197866,heutigen,ADJ,heutig,heutigen
197868,teilte,VERB,teilen,teilte
197871,Konzernzentrale,NOUN,Zentrale,Konzernzentrale
197880,umbenannt,VERB,umbenennen,umbenannt
197881,wird,AUX,werden,wird
197883,Damit,ADV,damit,Damit
197884,werde,AUX,werden,werde
197887,Systemhaus,NOUN,Haus,Systemhaus
197893,Unter,ADP,unter,Unter
197897,Deutsche,ADJ,deutsch,Deutsche
197908,Handelskammern,NOUN,Kammer,Handelskammern
197913,Infoportal,NOUN,Portal,Infoportal
197915,E-Commerce-Neulinge,NOUN,Neuling,E-Commerce-Neulinge
197918,gestellt,VERB,stellen,gestellt
197920,Die,DET,die,Die
197922,soll,AUX,sollen,soll
197926,mittelständische,ADJ,mittelständisch,mittelständische
197933,personellen,ADJ,personell,personellen
197934,Gründen,NOUN,Grund,Gründen
197937,eigene,ADJ,eigen,eigene
197938,IT-Abteilung,NOUN,Abteilung,IT-Abteilung
197942,ist,AUX,sein,ist
197949,Den,DET,den,Den
197950,Schwerpunkt,NOUN,Punkt,Schwerpunkt
197952,Angebots,NOUN,Angebot,Angebots
197953,bildet,VERB,bilden,bildet
197956,genannte,ADJ,nennen,genannte
197958,Online-Diagnose,NOUN,Diagnose,Online-Diagnose
197961,Egal,ADJ,egal,Egal
197966,Online-Shop-Wesens,NOUN,Wesen,Online-Shop-Wesens
197969,E-Logistik,NOUN,Logistik,E-Logistik
197971,Nach,ADP,nach,Nach
197976,Firmenoberen,NOUN,Ober,Firmenoberen
197988,ihrem,PRON,sein,ihrem
197989,künftigen,ADJ,künftig,künftigen
197990,E-Business,NOUN,Business,E-Business
197996,Die,DET,die,Die
197998,will,AUX,wollen,will
198000,verschiedene,ADJ,verschieden,verschiedene
198001,Themengebiete,NOUN,Gebiet,Themengebiete
198002,neue,ADJ,neu,neue
198003,Interntet-Portale,NOUN,Portal,Interntet-Portale
198006,Das,PRON,das,Das
198007,hat,AUX,haben,hat
198009,WDR-Intendant,NOUN,Intendant,WDR-Intendant
198017,angekündigt,VERB,ankündigen,angekündigt
198019,Nach,ADP,nach,Nach
198021,Relaunch,NOUN,unknown,Relaunch
198023,Portals,NOUN,Portal,Portals
198024,ARD.de,NOUN,unknown,ARD.de
198028,bemüht,VERB,bemühen,bemüht
198032,Online-Redaktion,NOUN,Redaktion,Online-Redaktion
198034,Baden-Baden,NOUN,Baden,Baden-Baden
198036,alle,DET,all,alle
198037,eigenen,ADJ,eigen,eigenen
198038,Info-Angebote,NOUN,Angebot,Info-Angebote
198040,Landesrundfunkanstalten,NOUN,Anstalt,Landesrundfunkanstalten
198042,dieser,DET,dies,dieser
198043,Dachmarke,NOUN,Marke,Dachmarke
198044,zusammenzubringen,VERB,zusammenbringen,zusammenzubringen
198047,sei,AUX,sein,sei
198054,vollen,ADJ,voll,vollen
198055,Akkorden,NOUN,Akkord,Akkorden
198060,einzustiegen,VERB,-,einzustiegen
198062,betonte,VERB,betonen,betonte
198065,Im,ADP,im,Im
198070,widersprach,VERB,widersprechen,widersprach
198071,ARD-Sprecher,NOUN,Sprecher,ARD-Sprecher
198074,Befürchtungen,NOUN,Befürchtung,Befürchtungen
198076,privaten,ADJ,privat,privaten
198077,Rundfunkanbieter,NOUN,Anbieter,Rundfunkanbieter
198083,ihren,PRON,sein,ihren
198084,Online-Bereich,NOUN,Bereich,Online-Bereich
198086,eigenständigen,ADJ,eigenständig,eigenständigen
198089,wolle,AUX,wollen,wolle
198099,sei,AUX,sein,sei
198104,vorhandenen,ADJ,vorhanden,vorhandenen
198105,Ressourcen,NOUN,Ressource,Ressourcen
198106,besser,ADJ,gut,besser
198112,ist,AUX,sein,ist
198118,Landesrundfunkanstalt,NOUN,Anstalt,Landesrundfunkanstalt
198121,Serviceteil,NOUN,Teil,Serviceteil
198122,anbietet,VERB,anbieten,anbietet
198124,Außerdem,ADV,außerdem,Außerdem
198125,wolle,AUX,wollen,wolle
198128,ihre,PRON,sein,ihre
198134,besser,ADJ,gut,besser
198139,Sie,PRON,sie,Sie
198140,soll,AUX,sollen,soll
198142,zentralen,ADJ,zentral,zentralen
198143,Informationsportal,NOUN,Portal,Informationsportal
198150,Der,DET,der,Der
198151,Nachrichten-Radiosender,NOUN,Sender,Nachrichten-Radiosender
198154,ist,AUX,sein,ist
198159,GAU,NOUN,unknown,GAU
198160,vorbeigeschrammt,VERB,vorbeischrammen,vorbeigeschrammt
198162,Sämtliche,DET,sämtlich,Sämtliche
198163,Tonkonserven,NOUN,Konserve,Tonkonserven
198165,Korrespondentenbeiträge,NOUN,Beitrag,Korrespondentenbeiträge
198167,Jingles,NOUN,Jingle,Jingles
198168,standen,VERB,stehen,standen
198183,Rechner-Netzwerk,NOUN,Netzwerk,Rechner-Netzwerk
198185,Hörfunkstation,NOUN,Funkstation,Hörfunkstation
198186,zusammengebrochen,VERB,zusammenbrechen,zusammengebrochen
198187,war,AUX,sein,war
198189,Die,DET,die,Die
198190,Sendeleitung,NOUN,Leitung,Sendeleitung
198191,beschloss,VERB,beschließen,beschloss
198195,spontane,ADJ,spontan,spontane
198196,Live-Sendung,NOUN,Sendung,Live-Sendung
198206,Landeskorrespondenten,NOUN,Korrespondent,Landeskorrespondenten
198208,Bayerischen,ADJ,bayerisch,Bayerischen
198209,Rundfunks,NOUN,Rundfunk,Rundfunks
198213,guten,ADJ,gut,guten
198214,alten,ADJ,alt,alten
198216,sämtliche,DET,sämtlich,sämtliche
198217,Beiträge,NOUN,Beitrag,Beiträge
198219,einspielten,VERB,einspielen,einspielten
198221,Im,ADP,im,Im
198226,bestätigte,VERB,bestätigen,bestätigte
198227,BR-Sprecher,NOUN,Sprecher,BR-Sprecher
198233,Man,PRON,man,Man
198234,habe,AUX,haben,habe
198240,Totenstille,NOUN,unknown,Totenstille
198246,verhindert,VERB,verhindern,verhindert
198248,Offensichtlich,ADJ,offensichtlich,Offensichtlich
198249,geht,VERB,gehen,geht
198252,Bayerischen,ADJ,bayerisch,Bayerischen
198259,dieser,DET,dies,dieser
198262,alle,DET,all,alle
198263,Geräte,NOUN,Gerät,Geräte
198266,hochfuhren,VERB,hochfahren,hochfuhren
198268,Weil,SCONJ,weil,Weil
198276,ausgefallen,VERB,ausfallen,ausgefallen
198277,waren,AUX,sein,waren
198279,wiederholte,VERB,wiederholen,wiederholte
198285,ausgestrahlte,ADJ,ausstrahlen,ausgestrahlte
198289,Anschluss,NOUN,Anschluß,Anschluss
198291,Der,DET,der,Der
198292,Radiosender,NOUN,Sender,Radiosender
198293,lagert,VERB,lagern,lagert
198295,gesamtes,ADJ,gesamt,gesamtes
198296,Tonmaterial,NOUN,Material,Tonmaterial
198299,Festplatten,NOUN,Festplatte,Festplatten
198301,Lediglich,ADV,lediglich,Lediglich
198302,Anmoderationen,NOUN,Moderation,Anmoderationen
198309,gesprochen,VERB,sprechen,gesprochen
198311,Online-Business,NOUN,Business,Online-Business
198313,Rosige,ADJ,rosig,Rosige
198314,Aussichten,NOUN,Aussicht,Aussichten
198317,europäischen,ADJ,europäisch,europäischen
198320,Dafür,ADV,dafür,Dafür
198321,sei,AUX,sein,sei
198324,verstärkte,ADJ,verstärken,verstärkte
198325,private,ADJ,privat,private
198330,Hause,NOUN,Haus,Hause
198333,erklärt,VERB,erklären,erklärt
198342,diesem,DET,dies,diesem
198344,benutzten,VERB,benutzen,benutzten
198346,Millionen,NOUN,Million,Millionen
198347,europäische,ADJ,europäisch,europäische
198348,Konsumenten,NOUN,Konsument,Konsumenten
198350,ersten,ADJ,NULL,ersten
198356,gelänge,VERB,gelingen,gelänge
198364,aufzuholen,VERB,aufholen,aufzuholen
198366,Kulturelle,ADJ,kulturell,Kulturelle
198368,soziale,ADJ,sozial,soziale
198369,Vorbehalte,NOUN,Vorbehalt,Vorbehalte
198373,würden,AUX,werden,würden
198377,Dafür,ADV,dafür,Dafür
198382,Forrester-Analyse,NOUN,Analyse,Forrester-Analyse
198383,neue,ADJ,neu,neue
198384,Gräben,NOUN,Graben,Gräben
198387,Schon,ADV,schon,Schon
198389,sei,AUX,sein,sei
198391,deutliches,ADJ,deutlich,deutliches
198392,Nord-Süd-Gefälle,NOUN,Gefälle,Nord-Süd-Gefälle
198398,In,ADP,in,In
198399,gleichem,ADJ,gleich,gleichem
198400,Maße,NOUN,Maß,Maße
198405,Sachen,NOUN,Sache,Sachen
198406,Online-Business,NOUN,Business,Online-Business
198410,aufschließe,VERB,aufschließen,aufschließe
198412,würden,AUX,werden,würden
198415,Länder,NOUN,Land,Länder
198417,Anschluss,NOUN,Anschluß,Anschluss
198420,Internet-Oberliga,NOUN,Oberliga,Internet-Oberliga
198423,Die,DET,die,Die
198425,stützt,VERB,stützen,stützt
198428,Gespräche,NOUN,Gespräch,Gespräche
198431,Online-Händlern,NOUN,Händler,Online-Händlern
198433,Experten,NOUN,Experte,Experten
198438,Ausserdem,ADV,ausserdem,Ausserdem
198439,hat,AUX,haben,hat
198449,ITU,NOUN,unknown,ITU
198456,Untermauerung,NOUN,unknown,Untermauerung
198457,seiner,PRON,sein,seiner
198458,Thesen,NOUN,These,Thesen
198459,herangezogen,VERB,heranziehen,herangezogen
198461,Jüngste,ADJ,jung,Jüngste
198462,Prognosen,NOUN,Prognose,Prognosen
198471,Großes,NOUN,Groß,Großes
198474,dieser,DET,dies,dieser
198475,Tage,NOUN,Tag,Tage
198479,Deutschen,NOUN,Deutsch,Deutschen
198481,lieber,ADJ,lieb,lieber
198489,Nach,ADP,nach,Nach
198494,&,CCONJ,und,&
198501,Befragten,NOUN,Befragt,Befragten
198505,ihre,PRON,sein,ihre
198506,Weihnachtsgeschenke,NOUN,Weihnachtsgeschenk,Weihnachtsgeschenke
198512,Als,CCONJ,als,Als
198515,nannten,VERB,nennen,nannten
198521,unsicheren,ADJ,unsicher,unsicheren
198522,Zahlungssystemen,NOUN,System,Zahlungssystemen
198524,Datenmissbrauch,NOUN,Brauch,Datenmissbrauch
198530,lieber,ADJ,lieb,lieber
198533,realen,ADJ,real,realen
198537,Aus,ADP,aus,Aus
198541,Geschenke,NOUN,Geschenk,Geschenke
198542,landeten,VERB,landen,landeten
198544,verzögertem,ADJ,verzögern,verzögertem
198549,Gabentisch,NOUN,Tisch,Gabentisch
198551,verzichteten,VERB,verzichten,verzichteten
198556,Einkaufsbummel,NOUN,Bummel,Einkaufsbummel
198560,Dass,SCONJ,dass,Dass
198561,ihre,PRON,sein,ihre
198566,ist,AUX,sein,ist
198568,belegt,VERB,belegen,belegt
198572,US-Unternehmensberatung,NOUN,Unternehmensberatung,US-Unternehmensberatung
198579,versuchten,VERB,versuchen,versuchten
198583,Online-Shops,NOUN,Shop,Online-Shops
198586,Geschenkartikel,NOUN,Artikel,Geschenkartikel
198590,Insgesamt,ADV,insgesamt,Insgesamt
198591,zeigten,VERB,zeigen,zeigten
198594,Angaben,NOUN,Angabe,Angaben
198597,spezielle,ADJ,speziell,spezielle
198598,Online-Shops,NOUN,Shop,Online-Shops
198601,besser,ADJ,gut,besser
198606,gerüstet,ADJ,rüsten,gerüstet
198609,Seiten,NOUN,Seite,Seiten
198611,traditionellen,ADJ,traditionell,traditionellen
198612,Handelsketten,NOUN,Handelskette,Handelsketten
198616,Mit,ADP,mit,Mit
198618,steht,VERB,stehen,steht
198620,neues,ADJ,neu,neues
198621,Internet-Bezahlsystem,NOUN,System,Internet-Bezahlsystem
198624,Startlöchern,NOUN,Loch,Startlöchern
198626,Bald,ADV,bald,Bald
198629,deutschen,ADJ,deutsch,deutschen
198630,E-Shopper,NOUN,unknown,E-Shopper
198631,Prepaid-Karten,NOUN,Karte,Prepaid-Karten
198640,PIN,NOUN,unknown,PIN
198642,sind,AUX,sein,sind
198644,Ist,AUX,sein,Ist
198645,diese,DET,dies,diese
198646,PIN,NOUN,unknown,PIN
198647,aufgerubbelt,VERB,aufrubbeln,aufgerubbelt
198649,kann,AUX,können,kann
198655,Einkaufstour,NOUN,Tour,Einkaufstour
198658,Bei,ADP,bei,Bei
198659,E-Shops,NOUN,Shop,E-Shops
198669,genügt,VERB,genügen,genügt
198672,Kunden,NOUN,Kunde,Kunden
198676,PIN,NOUN,unknown,PIN
198678,Der,DET,der,Der
198679,Webshop,NOUN,Shop,Webshop
198680,übergibt,VERB,übergeben,übergibt
198682,PIN,NOUN,unknown,PIN
198685,Zahlungssumme,NOUN,Summe,Zahlungssumme
198688,Zahlungsabwicklungssystem,NOUN,System,Zahlungsabwicklungssystem
198692,Dort,ADV,dort,Dort
198693,wird,AUX,werden,wird
198695,Karten-PIN,NOUN,unknown,Karten-PIN
198696,verifiziert,VERB,verifizieren,verifiziert
198701,Kartenguthaben,NOUN,Guthaben,Kartenguthaben
198702,abgezogen,VERB,abziehen,abgezogen
198708,Webshop,NOUN,Shop,Webshop
198709,zurückgegeben,VERB,zurückgeben,zurückgegeben
198711,In,ADP,in,In
198713,wird,AUX,werden,wird
198716,Angaben,NOUN,Angabe,Angaben
198719,Wertkarten,NOUN,Karte,Wertkarten
198729,Sie,PRON,sie,Sie
198733,Micropayment-Zahlungsmittel,NOUN,Mittel,Micropayment-Zahlungsmittel
198736,Abbuchungen,NOUN,Abbuchung,Abbuchungen
198737,sind,AUX,sein,sind
198743,Provisionen,NOUN,Provision,Provisionen
198744,will,AUX,wollen,will
198749,Das,DET,das,Das
198751,bezahlte,ADJ,bezahlen,bezahlte
198753,soll,AUX,sollen,soll
198758,Eine,DET,eine,Eine
198759,spezielle,ADJ,speziell,spezielle
198761,unter-18-Karte,NOUN,Karte,unter-18-Karte
198763,gibt,VERB,geben,gibt
198767,Läden,NOUN,Laden,Läden
198772,Personalausweises,NOUN,Ausweis,Personalausweises
198774,Die,DET,die,Die
198775,Jugendlichen,NOUN,Jugendlich,Jugendlichen
198778,keine,DET,kein,keine
198781,Wettspiel-Angebote,NOUN,Angebot,Wettspiel-Angebote
198784,Seit,ADP,seit,Seit
198786,Monaten,NOUN,Monat,Monaten
198787,bietet,VERB,bieten,bietet
198790,ihre,PRON,sein,ihre
198791,Karten,NOUN,Karte,Karten
198796,Der,DET,der,Der
198798,sei,AUX,sein,sei
198806,versicherte,VERB,versichern,versicherte
198807,Vorstandssprecher,NOUN,Sprecher,Vorstandssprecher
198814,Konkrete,ADJ,konkret,Konkrete
198815,Zahlen,NOUN,Zahl,Zahlen
198816,wollte,AUX,wollen,wollte
198821,Zum,ADP,zum,Zum
198822,deutschen,ADJ,deutsch,deutschen
198825,Prepaid-Karte,NOUN,Karte,Prepaid-Karte
198829,E-Shops,NOUN,Shop,E-Shops
198834,sagte,VERB,sagen,sagte
198837,In,ADP,in,In
198839,will,AUX,wollen,will
198858,Karten,NOUN,Karte,Karten
198861,Dort,ADV,dort,Dort
198864,allem,PRON,all,allem
198865,Tankstellen,NOUN,Tankstelle,Tankstellen
198867,Tabakwarenläden,NOUN,Laden,Tabakwarenläden
198870,Karten,NOUN,Karte,Karten
198871,ausgestattet,VERB,ausstatten,ausgestattet
198874,Bis,ADP,bis,Bis
198877,Jahres,NOUN,Jahr,Jahres
198878,soll,AUX,sollen,soll
198880,deutsche,ADJ,deutsch,deutsche
198885,Verkaufsstellen,NOUN,Stelle,Verkaufsstellen
198887,abgedeckt,VERB,abdecken,abgedeckt
