,token,tag,tag_STTS,lemma_gold,baseline
1438,?,PUNCT,$.,?,?
1439,_,UNK,--,--,_
1440,Da,ADV,ADV,da,Da
1441,ist,AUX,VAFIN,sein,ist
1442,bei,ADP,APPR,bei,bei
1443,mir,PRON,PPER,ich,mir
1444,Getreide,NOUN,NN,Getreide,Getreide
1445,.,PUNCT,$.,.,.
1446,_,UNK,--,--,_
1447,Okay,ADV,ADV,okay,Okay
1448,.,PUNCT,$.,.,.
1449,_,UNK,--,--,_
1450,Dann,ADV,ADV,dann,Dann
1451,ist,AUX,VAFIN,sein,ist
1452,da,ADV,ADV,da,da
1453,eben,ADV,ADV,eben,eben
1454,Getreide,NOUN,NN,Getreide,Getreide
1455,.,PUNCT,$.,.,.
1456,_,UNK,--,--,_
1457,Okay,ADV,ADV,okay,Okay
1458,.,PUNCT,$.,.,.
1459,_,UNK,--,--,_
1460,Oder,CONJ,KON,oder,Oder
1461,da,ADV,ADV,da,da
1462,ist,AUX,VAFIN,sein,ist
1463,der,DET,ART,d,der
1464,Hamburger,NOUN,NN,Hamburger,Hamburger
1465,.,PUNCT,$.,.,.
1466,_,UNK,--,--,_
1467,Ja,PART,PTKANT,ja,Ja
1468,.,PUNCT,$.,.,.
1469,_,UNK,--,--,_
1470,Daraus,ADV,PAV,daraus,Daraus
1471,.,PUNCT,$.,.,.
1472,_,UNK,--,--,_
1473,Du,PRON,PPER,du,Du
1474,gehst,VERB,VVFIN,gehen,gehst
1475,jetzt,ADV,ADV,jetzt,jetzt
1476,aber,ADV,ADV,aber,aber
1477,nicht,PART,PTKNEG,nicht,nicht
1478,so,ADV,ADV,so,so
1479,hoch,ADV,ADV,hoch,hoch
1480,.,PUNCT,$.,.,.
1481,_,UNK,--,--,_
1482,Du,PRON,PPER,du,Du
1483,müsstest,VERB,VMFIN,müssen,müsstest
1484,jetzt,ADV,ADV,jetzt,jetzt
1485,zwischen,ADP,APPR,zwischen,zwischen
1486,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1487,und,CONJ,KON,und,und
1488,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1489,sein,AUX,VAINF,sein,sein
1490,.,PUNCT,$.,.,.
1491,_,UNK,--,--,_
1492,Die,DET,ART,d,Die
1493,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1494,ist,AUX,VAFIN,sein,ist
1495,links,ADV,ADV,links,links
1496,.,PUNCT,$.,.,.
1497,_,UNK,--,--,_
1498,Die,DET,ART,d,Die
1499,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1500,ist,AUX,VAFIN,sein,ist
1501,rechts,ADV,ADV,rechts,rechts
1502,.,PUNCT,$.,.,.
1503,_,UNK,--,--,_
1504,Das,PRON,PDS,d,Das
1505,ist,AUX,VAFIN,sein,ist
1506,haargenau,ADJ,ADJD,haargenau,haargenau
1507,richtig,ADJ,ADJD,richtig,richtig
1508,.,PUNCT,$.,.,.
1509,_,UNK,--,--,_
1510,Gut,ADJ,ADJD,gut,Gut
1511,.,PUNCT,$.,.,.
1512,_,UNK,--,--,_
1513,Du,PRON,PPER,du,Du
1514,gehst,VERB,VVFIN,gehen,gehst
1515,jetzt,ADV,ADV,jetzt,jetzt
1516,hoch,PART,PTKVZ,hoch,hoch
1517,",",PUNCT,"$,",",",","
1518,sodass,SCONJ,KOUS,sodass,sodass
1519,du,PRON,PPER,du,du
1520,anderthalb,NUM,CARD,anderthalb,anderthalb
1521,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1522,über,ADP,APPR,über,über
1523,diesen,DET,PDAT,dies,diesen
1524,Dingen,NOUN,NN,Ding,Dingen
1525,bist,AUX,VAFIN,sein,bist
1526,",",PUNCT,"$,",",",","
1527,also,ADV,ADV,also,also
1528,über,ADP,APPR,über,über
1529,der,DET,ART,d,der
1530,Sanduhr,NOUN,NN,Sanduhr,Sanduhr
1531,.,PUNCT,$.,.,.
1532,_,UNK,--,--,_
1533,Ja,PART,PTKANT,ja,Ja
1534,.,PUNCT,$.,.,.
1535,_,UNK,--,--,_
1536,Und,CONJ,KON,und,Und
1537,jetzt,ADV,ADV,jetzt,jetzt
1538,gehst,VERB,VVFIN,gehen,gehst
1539,du,PRON,PPER,du,du
1540,links,ADV,ADV,links,links
1541,über,ADP,APPR,über,über
1542,der,DET,ART,d,der
1543,über,ADP,APPR,über,über
1544,die,DET,ART,d,die
1545,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1546,hinüber,PART,PTKVZ,hinüber,hinüber
1547,_,UNK,--,--,_
1548,Praktisch,ADV,ADV,praktisch,Praktisch
1549,also,ADV,ADV,also,also
1550,bei,ADP,APPR,bei,bei
1551,diesem,DET,PDAT,dies,diesem
1552,Bild,NOUN,NN,Bild,Bild
1553,.,PUNCT,$.,.,.
1554,_,UNK,--,--,_
1555,Ja,PART,PTKANT,ja,Ja
1556,.,PUNCT,$.,.,.
1557,_,UNK,--,--,_
1558,Ich,PRON,PPER,ich,Ich
1559,gehe,VERB,VVFIN,gehen,gehe
1560,bis,ADP,APPR,bis,bis
1561,zu,ADP,APPR,zu,zu
1562,den,DET,ART,d,den
1563,Büchern,NOUN,NN,Buch,Büchern
1564,.,PUNCT,$.,.,.
1565,_,UNK,--,--,_
1566,Nein,PART,PTKANT,nein,Nein
1567,.,PUNCT,$.,.,.
1568,_,UNK,--,--,_
1569,Ah,INTJ,ITJ,ah,Ah
1570,",",PUNCT,"$,",",",","
1571,Okay,ADV,ADV,okay,Okay
1572,.,PUNCT,$.,.,.
1573,_,UNK,--,--,_
1574,Das,PRON,PDS,d,Das
1575,ist,AUX,VAFIN,sein,ist
1576,in,ADP,APPR,in,in
1577,der,DET,ART,d,der
1578,Mitte,NOUN,NN,Mitte,Mitte
1579,.,PUNCT,$.,.,.
1580,_,UNK,--,--,_
1581,Mach,VERB,VVIMP,machen,Mach
1582,das,PRON,PDS,d,das
1583,nicht,PART,PTKNEG,nicht,nicht
1584,so,ADV,ADV,so,so
1585,",",PUNCT,"$,",",",","
1586,dass,SCONJ,KOUS,dass,dass
1587,du,PRON,PPER,du,du
1588,so,ADV,ADV,so,so
1589,eine,DET,ART,ein,eine
1590,Daumenlänge,NOUN,NN,Daumenlänge,Daumenlänge
1591,neben,ADP,APPR,neben,neben
1592,der,DET,ART,d,der
1593,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1594,bist,AUX,VAFIN,sein,bist
1595,nur,ADV,ADV,nur,nur
1596,links,ADV,ADV,links,links
1597,oben,ADV,ADV,oben,oben
1598,halt,ADV,ADV,halt,halt
1599,also,ADV,ADV,also,also
1600,.,PUNCT,$.,.,.
1601,_,UNK,--,--,_
1602,Die,DET,ART,d,Die
1603,Entfernung,NOUN,NN,Entfernung,Entfernung
1604,ist,AUX,VAFIN,sein,ist
1605,ja,ADV,ADV,ja,ja
1606,immer,ADV,ADV,immer,immer
1607,noch,ADV,ADV,noch,noch
1608,so,ADV,ADV,so,so
1609,zwei,NUM,CARD,zwei,zwei
1610,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1611,über,ADP,APPR,über,über
1612,der,PRON,PDS,d,der
1613,.,PUNCT,$.,.,.
1614,_,UNK,--,--,_
1615,Ja,PART,PTKANT,ja,Ja
1616,.,PUNCT,$.,.,.
1617,_,UNK,--,--,_
1618,Ja,PART,PTKANT,ja,Ja
1619,.,PUNCT,$.,.,.
1620,_,UNK,--,--,_
1621,Ja,PART,PTKANT,ja,Ja
1622,.,PUNCT,$.,.,.
1623,_,UNK,--,--,_
1624,So,ADV,ADV,so,So
1625,.,PUNCT,$.,.,.
1626,_,UNK,--,--,_
1627,Und,CONJ,KON,und,Und
1628,jetzt,ADV,ADV,jetzt,jetzt
1629,gehst,VERB,VVFIN,gehen,gehst
1630,du,PRON,PPER,du,du
1631,auf,ADP,APPR,auf,auf
1632,die,DET,ART,d,die
1633,Höhe,NOUN,NN,Höhe,Höhe
1634,von,ADP,APPR,von,von
1635,den,DET,ART,d,den
1636,auf,ADP,APPR,auf,auf
1637,die,DET,ART,d,die
1638,auf,ADP,APPR,auf,auf
1639,die,DET,ART,d,die
1640,Höhe,NOUN,NN,Höhe,Höhe
1641,von,ADP,APPR,von,von
1642,der,DET,ART,d,der
1643,Zahnpasta,NOUN,NN,Zahnpasta,Zahnpasta
1644,praktisch,ADV,ADV,praktisch,praktisch
1645,.,PUNCT,$.,.,.
1646,_,UNK,--,--,_
1647,Du,PRON,PPER,du,Du
1648,gehst,VERB,VVFIN,gehen,gehst
1649,nach,ADP,APPR,nach,nach
1650,unten,ADV,ADV,unten,unten
1651,noch,ADV,ADV,noch,noch
1652,ein,DET,ART,ein,ein
1653,bisschen,PRON,PIS,bisschen,bisschen
1654,weiter,ADV,ADV,weiter,weiter
1655,herunter,PART,PTKVZ,herunter,herunter
1656,.,PUNCT,$.,.,.
1657,_,UNK,--,--,_
1658,Weißt,VERB,VVFIN,wissen,Weißt
1659,du,PRON,PPER,du,du
1660,",",PUNCT,"$,",",",","
1661,was,PRON,PWS,was,was
1662,ich,PRON,PPER,ich,ich
1663,meine,VERB,VVFIN,meinen,meine
1664,?,PUNCT,$.,?,?
1665,_,UNK,--,--,_
1666,Du,PRON,PPER,du,Du
1667,gehst,VERB,VVFIN,gehen,gehst
1668,ein,DET,ART,ein,ein
1669,bisschen,PRON,PIS,bisschen,bisschen
1670,weiter,PART,PTKVZ,weiter,weiter
1671,so,ADV,ADV,so,so
1672,links,ADV,ADV,links,links
1673,unter,ADP,APPR,unter,unter
1674,die,DET,ART,d,die
1675,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1676,quasi,ADV,ADV,quasi,quasi
1677,.,PUNCT,$.,.,.
1678,_,UNK,--,--,_
1679,Nein,PART,PTKANT,nein,Nein
1680,.,PUNCT,$.,.,.
1681,_,UNK,--,--,_
1682,Du,PRON,PPER,du,Du
1683,gehst,VERB,VVFIN,gehen,gehst
1684,.,PUNCT,$.,.,.
1685,_,UNK,--,--,_
1686,Du,PRON,PPER,du,Du
1687,warst,AUX,VAFIN,waren,warst
1688,gerade,ADV,ADV,gerade,gerade
1689,oben,ADV,ADV,oben,oben
1690,links,ADV,ADV,links,links
1691,bei,ADP,APPR,bei,bei
1692,der,DET,ART,d,der
1693,Zahnbürste,NOUN,NN,Zahnbürste,Zahnbürste
1694,.,PUNCT,$.,.,.
1695,_,UNK,--,--,_
1696,Ja,PART,PTKANT,ja,Ja
1697,.,PUNCT,$.,.,.
1698,_,UNK,--,--,_
1699,Und,CONJ,KON,und,Und
1700,jetzt,ADV,ADV,jetzt,jetzt
1701,ziehe,VERB,VVFIN,ziehen,ziehe
1702,ich,PRON,PPER,ich,ich
1703,einfach,ADV,ADV,einfach,einfach
1704,nur,ADV,ADV,nur,nur
1705,bis,ADP,APPR,bis,bis
1706,hier,ADV,ADV,hier,hier
1707,runter,PART,PTKVZ,runter,runter
1708,.,PUNCT,$.,.,.
1709,_,UNK,--,--,_
1710,Ja,PART,PTKANT,ja,Ja
1711,.,PUNCT,$.,.,.
1712,_,UNK,--,--,_
1713,Genau,ADV,ADV,genau,Genau
1714,.,PUNCT,$.,.,.
1715,_,UNK,--,--,_
1716,Du,PRON,PPER,du,Du
1717,gehst,VERB,VVFIN,gehen,gehst
1718,so,ADV,ADV,so,so
1719,bis,ADP,APPR,bis,bis
1720,auf,ADP,APPR,auf,auf
1721,die,DET,ART,d,die
1722,Höhe,NOUN,NN,Höhe,Höhe
1723,von,ADP,APPR,von,von
1724,der,DET,ART,d,der
1725,Zahnpasta,NOUN,NN,Zahnpasta,Zahnpasta
1726,vielleicht,ADV,ADV,vielleicht,vielleicht
1727,.,PUNCT,$.,.,.
1728,_,UNK,--,--,_
1729,Okay,ADV,ADV,okay,Okay
1730,.,PUNCT,$.,--,.
1731,_,UNK,--,--,_
1732,Ein,DET,ART,ein,Ein
1733,NOMEN,NOUN,NN,NOMEN,NOMEN
1734,VERBt,VERB,VVFIN,VERBen,VERBt
1735,.,PUNCT,$.,.,.
1736,_,UNK,--,--,_
1737,Ach,INTJ,ITJ,ach,Ach
1738,",",PUNCT,"$,",",",","
1739,so,ADV,ADV,so,so
1740,.,PUNCT,$.,.,.
1741,_,UNK,--,--,_
1742,Du,PRON,PPER,du,Du
1743,gehst,VERB,VVFIN,gehen,gehst
1744,bis,ADP,APPR,bis,bis
1745,zur,ADP,APPRART,zur,zur
1746,Zahnpasta,NOUN,NN,Zahnpasta,Zahnpasta
1747,.,PUNCT,$.,.,.
1748,_,UNK,--,--,_
1749,Okay,ADV,ADV,okay,Okay
1750,.,PUNCT,$.,.,.
1751,_,UNK,--,--,_
1752,So,ADV,ADV,so,So
1753,.,PUNCT,$.,.,.
1754,_,UNK,--,--,_
1755,Alles,PRON,PIS,alles,Alles
1756,ist,AUX,VAFIN,sein,ist
1757,klar,ADJ,ADJD,klar,klar
1758,.,PUNCT,$.,.,.
1759,_,UNK,--,--,_
1760,Und,CONJ,KON,und,Und
1761,jetzt,ADV,ADV,jetzt,jetzt
1762,ziehst,VERB,VVFIN,ziehen,ziehst
1763,du,PRON,PPER,du,du
1764,eine,DET,ART,ein,eine
1765,Diagonale,NOUN,NN,Diagonale,Diagonale
1766,.,PUNCT,$.,.,.
1767,_,UNK,--,--,_
1768,Aber,CONJ,KON,aber,Aber
1769,ich,PRON,PPER,ich,ich
1770,erkläre,VERB,VVFIN,erklären,erkläre
1771,dir,PRON,PPER,du,dir
1772,erst,ADV,ADV,erst,erst
1773,wohin,ADV,PWAV,wohin,wohin
1774,du,PRON,PPER,du,du
1775,gehst,VERB,VVFIN,gehen,gehst
1776,.,PUNCT,$.,.,.
1777,_,UNK,--,--,_
1778,Was,PRON,PWS,was,Was
1779,meinst,VERB,VVFIN,meinen,meinst
1780,du,PRON,PPER,du,du
1781,?,PUNCT,$.,?,?
1782,_,UNK,--,--,_
1783,Und,CONJ,KON,und,Und
1784,zwar,ADV,ADV,zwar,zwar
1785,VERBt,VERB,VVFIN,VERBen,VERBt
1786,Nomen,NOUN,NN,NOMEN,Nomen
1787,.,PUNCT,$.,.,.
1788,_,UNK,--,--,_
1789,Du,PRON,PPER,du,Du
1790,ziehst,VERB,VVFIN,ziehen,ziehst
1791,eine,DET,ART,ein,eine
1792,Diagonale,NOUN,NN,Diagonale,Diagonale
1793,nach,ADP,APPR,nach,nach
1794,links,ADV,ADV,links,links
1795,oben,ADV,ADV,oben,oben
1796,.,PUNCT,$.,.,.
1797,_,UNK,--,--,_
1798,Aber,CONJ,KON,aber,Aber
1799,du,PRON,PPER,du,du
1800,ziehst,VERB,VVFIN,ziehen,ziehst
1801,so,ADV,ADV,so,so
1802,eine,DET,ART,ein,eine
1803,Diagonale,NOUN,NN,Diagonale,Diagonale
1804,",",PUNCT,"$,",",",","
1805,dass,SCONJ,KOUS,dass,dass
1806,du,PRON,PPER,du,du
1807,am,ADP,APPRART,am,am
1808,Ende,NOUN,NN,Ende,Ende
1809,rechts,ADV,ADV,rechts,rechts
1810,unten,ADV,ADV,unten,unten
1811,bei,ADP,APPR,bei,bei
1812,den,DET,ART,d,den
1813,Büchern,NOUN,NN,Buch,Büchern
1814,bist,AUX,VAFIN,sein,bist
1815,.,PUNCT,$.,.,.
1816,_,UNK,--,--,_
1817,Aber,CONJ,KON,aber,Aber
1818,warte,VERB,VVIMP,warten,warte
1819,noch,ADV,ADV,noch,noch
1820,so,ADV,ADV,so,so
1821,drei,NUM,CARD,drei,drei
1822,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1823,vielleicht,ADV,ADV,vielleicht,vielleicht
1824,zwei,NUM,CARD,zwei,zwei
1825,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1826,unter,ADP,APPR,unter,unter
1827,den,DET,ART,d,den
1828,Büchern,NOUN,NN,Buch,Büchern
1829,!,PUNCT,$.,!,!
1830,_,UNK,--,--,_
1831,Alles,PRON,PIS,alles,Alles
1832,ist,AUX,VAFIN,sein,ist
1833,klar,ADJ,ADJD,klar,klar
1834,.,PUNCT,$.,.,.
1835,_,UNK,--,--,_
1836,Und,CONJ,KON,und,Und
1837,unten,ADV,ADV,unten,unten
1838,gehe,VERB,VVFIN,gehen,gehe
1839,ich,PRON,PPER,ich,ich
1840,rechts,ADV,ADV,rechts,rechts
1841,.,PUNCT,$.,.,.
1842,_,UNK,--,--,_
1843,Ja,PART,PTKANT,ja,Ja
1844,.,PUNCT,$.,.,.
1845,_,UNK,--,--,_
1846,Hast,AUX,VAFIN,haben,Hast
1847,du,PRON,PPER,du,du
1848,es,PRON,PPER,es,es
1849,gemacht,VERB,VVPP,machen,gemacht
1850,?,PUNCT,$.,?,?
1851,_,UNK,--,--,_
1852,Ja,PART,PTKANT,ja,Ja
1853,.,PUNCT,$.,.,.
1854,_,UNK,--,--,_
1855,Okay,ADV,ADV,okay,Okay
1856,.,PUNCT,$.,.,.
1857,_,UNK,--,--,_
1858,Dann,ADV,ADV,dann,Dann
1859,gehst,VERB,VVFIN,gehen,gehst
1860,du,PRON,PPER,du,du
1861,jetzt,ADV,ADV,jetzt,jetzt
1862,.,PUNCT,$.,.,.
1863,_,UNK,--,--,_
1864,Jetzt,ADV,ADV,jetzt,Jetzt
1865,machst,VERB,VVFIN,machen,machst
1866,du,PRON,PPER,du,du
1867,wieder,ADV,ADV,wieder,wieder
1868,eine,DET,ART,ein,eine
1869,Waagerechte,NOUN,NN,Waagerechte,Waagerechte
1870,einfach,ADV,ADV,einfach,einfach
1871,nach,ADP,APPR,nach,nach
1872,links,ADV,ADV,links,links
1873,bis,ADP,APPR,bis,bis
1874,so,ADV,ADV,so,so
1875,einen,DET,ART,ein,einen
1876,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1877,neben,ADP,APPR,neben,neben
1878,die,DET,ART,d,die
1879,Bücher,NOUN,NN,Buch,Bücher
1880,.,PUNCT,$.,.,.
1881,_,UNK,--,--,_
1882,Jetzt,ADV,ADV,jetzt,Jetzt
1883,gehst,VERB,VVFIN,gehen,gehst
1884,du,PRON,PPER,du,du
1885,nach,ADP,APPR,nach,nach
1886,oben,ADV,ADV,oben,oben
1887,so,ADV,ADV,so,so
1888,einen,DET,ART,ein,einen
1889,Zentimeter,NOUN,NN,Zentimeter,Zentimeter
1890,über,ADP,APPR,über,über
1891,die,DET,ART,d,die
1892,Bücher,NOUN,NN,Buch,Bücher
1893,.,PUNCT,$.,.,.
1894,_,UNK,--,--,_
1895,Ja,PART,PTKANT,ja,Ja
1896,.,PUNCT,$.,.,.
1897,_,UNK,--,--,_
1898,Jetzt,ADV,ADV,jetzt,Jetzt
1899,gehst,VERB,VVFIN,gehen,gehst
1900,du,PRON,PPER,du,du
1901,nach,ADV,ADV,nach,nach
1902,rechts,ADV,ADV,rechts,rechts
1903,.,PUNCT,$.,.,.
1904,_,UNK,--,--,_
1905,Und,CONJ,KON,und,Und
1906,du,PRON,PPER,du,du
1907,rundest,VERB,VVFIN,runden,rundest
1908,die,DET,ART,d,die
1909,Ecke,NOUN,NN,Ecke,Ecke
1910,bei,ADP,APPR,bei,bei
1911,deinem,DET,PPOSAT,dein,deinem
1912,Hamburger,NOUN,NN,Hamburger,Hamburger
1913,",",PUNCT,"$,",",",","
1914,der,PRON,PRELS,d,der
1915,da,ADV,ADV,da,da
1916,ist,AUX,VAFIN,sein,ist
1917,",",PUNCT,"$,",",",","
1918,so,ADV,ADV,so,so
1919,ein,DET,ART,ein,ein
1920,bisschen,PRON,PIS,bisschen,bisschen
1921,ab,PART,PTKVZ,ab,ab
1922,.,PUNCT,$.,.,.
1923,_,UNK,--,--,_
1924,Also,ADV,ADV,also,Also
1925,.,PUNCT,$.,.,.
1926,_,UNK,--,--,_
1927,Du,PRON,PPER,du,Du
1928,gehst,VERB,VVFIN,gehen,gehst
1929,oben,ADV,ADV,oben,oben
1930,rechts,ADV,ADV,rechts,rechts
1931,an,ADP,APPR,an,an
1932,dem,DET,ART,d,dem
1933,Hamburger,NOUN,NN,Hamburger,Hamburger
1934,vorbei,PART,PTKVZ,vorbei,vorbei
1935,.,PUNCT,$.,.,.
1936,_,UNK,--,--,_
1937,Okay,ADV,ADV,okay,Okay
1938,.,PUNCT,$.,.,.
1939,_,UNK,--,--,_
1940,So,ADV,ADV,so,So
1941,eine,DET,ART,ein,eine
1942,lange,ADJ,ADJA,lang,lange
1943,Linie,NOUN,NN,Linie,Linie
1944,ziehe,VERB,VVFIN,ziehen,ziehe
1945,ich,PRON,PPER,ich,ich
1946,jetzt,ADV,ADV,jetzt,jetzt
1947,.,PUNCT,$.,.,.
1948,_,UNK,--,--,_
1949,Und,CONJ,KON,und,Und
1950,du,PRON,PPER,du,du
1951,machst,VERB,VVFIN,machen,machst
1952,so,ADV,ADV,so,so
1953,also,ADV,ADV,also,also
1954,.,PUNCT,$.,.,.
1955,_,UNK,--,--,_
1956,Du,PRON,PPER,du,Du
1957,rundest,VERB,VVFIN,runden,rundest
1958,die,DET,ART,d,die
1959,Ecke,NOUN,NN,Ecke,Ecke
1960,so,ADV,ADV,so,so
1961,ein,DET,ART,ein,ein
1962,bisschen,PRON,PIS,bisschen,bisschen
1963,ab,PART,PTKVZ,ab,ab
1964,.,PUNCT,$.,.,.
1965,_,UNK,--,--,_
1966,Du,PRON,PPER,du,Du
1967,machst,VERB,VVFIN,machen,machst
1968,So,ADV,ADV,so,So
1969,eine,DET,ART,ein,eine
1970,Runde,NOUN,NN,Runde,Runde
1971,davon,ADV,PAV,davon,davon
1972,.,PUNCT,$.,.,.
1973,_,UNK,--,--,_
1974,Okay,ADV,ADV,okay,Okay
1975,.,PUNCT,$.,.,.
1976,_,UNK,--,--,_
1977,Okay,ADV,ADV,okay,Okay
1978,.,PUNCT,$.,.,.
1979,_,UNK,--,--,_
1980,Und,CONJ,KON,und,Und
1981,dann,ADV,ADV,dann,dann
1982,bleibst,VERB,VVFIN,bleiben,bleibst
1983,du,PRON,PPER,du,du
1984,erstmal,ADV,ADV,erstmal,erstmal
1985,stehen,VERB,VVINF,stehen,stehen
1986,.,PUNCT,$.,.,.
1987,_,UNK,--,--,_
1988,Genau,ADV,ADV,genau,Genau
1989,.,PUNCT,$.,.,.
1990,_,UNK,--,--,_
1991,Alles,PRON,PIS,alles,Alles
1992,ist,AUX,VAFIN,sein,ist
1993,klar,ADJ,ADJD,klar,klar
1994,.,PUNCT,$.,.,.
1995,_,UNK,--,--,_
1996,Wo,ADV,PWAV,wo,Wo
1997,bist,AUX,VAFIN,sein,bist
1998,du,PRON,PPER,du,du
1999,jetzt,ADV,ADV,jetzt,jetzt
